group,collection_name,collection_no,cc,state,early_interval,min_ma,max_ma,paleolng,paleolat,n_occs
amphibian,Archer City Bonebed 1 (Putnam Fm.),79162,US,Texas,Wolfcamp,268,296.4,-30.06,-1.27,12
amphibian,Placerville Localities 3 + 4,85475,US,Colorado,Wolfcamp,268,296.4,-33.86,6.69,1
amphibian,Placerville Localities 5 + 6,85478,US,Colorado,Wolfcamp,268,296.4,-33.87,6.68,1
amphibian,Placerville Localities 7-10,85479,US,Colorado,Wolfcamp,268,296.4,-33.86,6.67,3
amphibian,Placerville Locality 14,85481,US,Colorado,Wolfcamp,268,296.4,-33.86,6.66,1
amphibian,"Perry site 6, bed 16",85567,US,Oklahoma,Leonard,268,290.1,-27.41,1.27,3
amphibian,Miller Bonebed,85337,US,New Mexico,Wolfcamp,268,296.4,-34.08,4.56,1
amphibian,SW Cottageville,86885,US,West Virginia,Asselian,290.1,298.9,-15.97,-3.26,1
amphibian,Cape Linzee,86910,CA,Nova Scotia,Westphalian A,314.6,318.1,-8.19,-13.32,1
amphibian,"Joggins; Divison 4, Section XII, coal-group 26",86946,CA,Nova Scotia,Westphalian A,314.6,318.1,-10.29,-13.31,8
amphibian,"Shikhovo-Chirki, PIN 161",80022,RU,Kirov,Ufimian,268,279.5,41.78,28.25,5
amphibian,OMNH locality V114,87054,US,Oklahoma,Leonard,268,290.1,-27.42,1.76,2
amphibian,"Inta city, PIN 570, PIN 3950",84719,RU,Komi,Ufimian,272.5,279.5,38.06,35.78,5
amphibian,Deep Red Run,85733,US,Oklahoma,Artinskian,272.3,290.1,-29.65,-0.67,3
amphibian,Huab Basin amphibian locality,90437,NA,Erongo,Kungurian,268.8,279.3,-26.31,-48.53,1
amphibian,Vale site 1919,90452,US,Texas,Kungurian,272.3,279.3,-29.1,1.9,3
amphibian,USNM Locality 40971,91038,US,Texas,Kungurian,272.3,279.3,-29.08,1.83,1
amphibian,Swisshelm Mts. amphibian site,92271,US,Arizona,Westphalian A,314.6,318.1,-47.77,-7.44,7
amphibian,East of Henrietta,113555,US,Texas,Asselian,290.1,298.9,-29.94,-1.8,1
amphibian,Tambach-Dietharz temporary excavation site,121601,DE,Thuringia,Artinskian,279.3,290.1,21.71,7.38,1
amphibian,Limnopus Trackways,124698,US,West Virginia,Late Pennsylvanian,298.9,306.95,-17.9,-5.87,1
amphibian,Greer,124949,US,West Virginia,Arnsbergian,318.1,326.4,-28.08,-21,4
amphibian,NMMNH 6121,125140,US,New Mexico,Pennsylvanian,298.9,323.2,-39.19,-3.1,1
amphibian,near Elm Groove,125142,US,West Virginia,Virgilian,298.9,303.4,-15.21,-3.49,1
amphibian,Soho Street Quarry,126535,US,Pennsylvania,Stephanian,298.9,306.95,-15.23,-4.42,7
amphibian,Adams Township,126536,US,Ohio,Stephanian,290.1,306.95,-15.19,-3,1
amphibian,Sand Hill,126541,US,West Virginia,Stephanian,290.1,306.95,-14.81,-2.91,1
amphibian,Proctor,126542,US,West Virginia,Sakmarian,290.1,295.5,-14.77,-2.55,1
amphibian,Liberty District,126543,US,West Virginia,Sakmarian,290.1,295.5,-14.55,-2.56,1
amphibian,Tucker District,126544,US,West Virginia,Sakmarian,290.1,295.5,-15.49,-2.99,1
amphibian,Clay District,126545,US,West Virginia,Sakmarian,290.1,295.5,-14.67,-2.38,1
amphibian,Springhill Township,126546,US,West Virginia,Sakmarian,290.1,295.5,-14.05,-2.78,1
amphibian,Meade District,126547,US,West Virginia,Sakmarian,290.1,295.5,-14.59,-2.55,1
amphibian,Battelle District,126548,US,West Virginia,Sakmarian,290.1,295.5,-14.42,-2.72,1
amphibian,Franklin District,126549,US,West Virginia,Sakmarian,290.1,295.5,-14.73,-2.47,1
amphibian,Lafayette 5-55,126570,US,West Virginia,Sakmarian,290.1,295.5,-14.61,-2.44,1
amphibian,Lafayette 6-55,126571,US,West Virginia,Sakmarian,290.1,295.5,-14.47,-2.36,1
amphibian,Lafayette 7-55,126572,US,West Virginia,Sakmarian,290.1,295.5,-14.57,-2.31,1
amphibian,Lafayette 9-55,126574,US,Pennsylvania,Sakmarian,290.1,295.5,-14.41,-2.52,1
amphibian,Lafayette 13-55,126575,US,West Virginia,Sakmarian,290.1,295.5,-14.49,-2.71,1
amphibian,Lafayette 15-55,126577,US,West Virginia,Sakmarian,290.1,295.5,-14.62,-2.69,1
amphibian,Lafayette 17-55,126578,US,West Virginia,Sakmarian,290.1,295.5,-14.58,-2.69,1
amphibian,Lafayette 18-55,126579,US,West Virginia,Sakmarian,290.1,295.5,-14.77,-2.49,1
amphibian,Lafayette 21-55,126580,US,West Virginia,Sakmarian,290.1,295.5,-14.68,-2.68,1
amphibian,Lafayette 22-55,126581,US,West Virginia,Sakmarian,290.1,295.5,-14.72,-2.66,1
amphibian,Lafayette 1-56,126582,US,West Virginia,Sakmarian,290.1,295.5,-15.4,-2.81,1
amphibian,Lafayette 2-56,126583,US,West Virginia,Sakmarian,290.1,295.5,-15.37,-2.82,1
amphibian,Lafayette 4-56,126584,US,West Virginia,Sakmarian,290.1,295.5,-15.53,-2.97,1
amphibian,Limestone Hill,127038,US,Maryland,Sakmarian,290.1,295.5,-15.4,-3,2
amphibian,near MacDale,127110,US,West Virginia,Wolfcamp,268,296.4,-14.31,-1.83,1
amphibian,"Road cut on Hwy 38, Cowley Co., low. low. up. Speiser Sh.",130829,US,Kansas,Sakmarian,290.1,295.5,-27.01,0.67,1
amphibian,"Kochov, Boskovice Furrow",87877,CZ,Moravia,Autunian,295,298.9,25.35,6.67,4
amphibian,Pirnie Colliery,157227,UK,Scotland,Kashirian,311.45,313.8,5.7,0.38,2
amphibian,Perry site 5,163064,US,Oklahoma,Leonard,268,290.1,-27.34,1.22,2
amphibian,Cannelton,165526,US,Pennsylvania,Westphalian,306.95,318.1,-21.08,-11.59,3
amphibian,Halsell Hill,173721,US,Texas,Asselian,295.5,298.9,-30.08,-2.01,2
amphibian,"West side of Puerco River, opposite Youngsville, ""El Rito""",173814,US,New Mexico,Asselian,290.1,298.9,-34.29,4.04,1
amphibian,Diligent River,173815,CA,Nova Scotia,Westphalian A,314.6,318.1,-10.35,-13.59,1
amphibian,"Burghlee Ironstone, Loanhead, Midlothian",174421,UK,Scotland,Pendleian,318.1,326.4,0.32,-9.71,5
amphibian,Toftshaw near Bradford,175174,UK,England,Westphalian A,314.6,318.1,4.95,-5.02,2
amphibian,Kenilworth,80783,UK,England,Asselian,295.5,298.9,13.51,6.65,1
amphibian,near Point Edward,175248,CA,Nova Scotia,Serpukhovian,315.2,330.9,-12.09,-20.77,3
amphibian,Jarrow Colliery,175806,IE,Lenister,Westphalian A,314.6,318.1,1.79,-6.34,9
amphibian,Schmiedestrasse Brickworks near Wuppertal,175907,DE,Westphalia,Marsdenian,314.6,318.1,10.84,-6.19,1
amphibian,"Castlehill, near Carluke",175922,UK,Scotland,Westphalian A,314.6,318.1,3.46,-3.24,2
amphibian,Beach near Joggins,175937,CA,Nova Scotia,Westphalian A,314.6,318.1,-10.29,-13.31,1
amphibian,"Carre Heys near Trawden, Lancashire",175970,UK,,Westphalian A,314.6,318.1,4.69,-4.97,1
amphibian,"Albion Mine, Stellarton",176017,CA,Nova Scotia,Moscovian,307,315.2,-5.73,-8.68,1
amphibian,"Whitley Bay, Tyne and Wear",176067,UK,England,Westphalian,306.95,318.1,6.74,-0.63,1
amphibian,"Paris, Logan County",176082,US,Arkansas,Kasimovian,303.7,307,-27.97,-5.56,1
amphibian,Five Points Coal Mine,176092,US,Ohio,Desmoinesian,305.9,313.8,-18.98,-8.63,6
amphibian,near Steubenville,176110,US,Ohio,Gzhelian,298.9,303.7,-15.18,-3.16,1
amphibian,opencast coal mine at Winstanley,176241,UK,England,Bashkirian,315.2,323.2,2.62,-8.46,1
amphibian,"Quarter, near Hamilton, Strathclyde Region",176242,UK,Scotland,Westphalian,306.95,318.1,5.18,-0.15,4
amphibian,"near Newsham, Northumberland",176252,UK,England,Bashkirian,315.2,323.2,2.97,-7.44,1
amphibian,Swanwick Colliery,176254,UK,England,Westphalian A,314.6,318.1,5.25,-5.66,3
amphibian,Coalbrookdale,176257,UK,England,Bashkirian,315.2,323.2,2.86,-9.33,1
amphibian,"Pirnie, Fife",176258,UK,Scotland,Bashkirian,315.2,323.2,2.05,-5.85,1
amphibian,Larkhill,176259,UK,Scotland,Bashkirian,315.2,323.2,1.59,-6.37,1
amphibian,Carnbroe,176260,UK,Scotland,Bashkirian,315.2,323.2,1.68,-7.25,1
amphibian,"Hamilton, Strathclyde",176261,UK,Scotland,Bashkirian,315.2,323.2,1.53,-6.33,1
amphibian,"Longton, Staffordshire",176262,UK,England,Bashkirian,315.2,323.2,3.02,-8.94,2
amphibian,"Fenton, Staffordshire",176264,UK,England,Bashkirian,315.2,323.2,3.01,-8.94,2
amphibian,Tremosna,125662,CZ,,Westphalian D,306.95,311.45,19.75,0.69,6
amphibian,"Terrapin School, Archer County",176438,US,Texas,Wolfcamp,268,296.4,-30.24,-1.34,2
amphibian,northwest of Padgett,137131,US,Texas,Asselian,272.3,298.9,-29.94,-2.1,1
amphibian,South Fork of the Little Wichita River,176442,US,Texas,Wolfcamp,268,296.4,-30.01,-1.21,1
amphibian,"Padgett, Young County (Archer City Formation)",176495,US,Texas,Gzhelian,268,303.7,-30.43,-1.44,1
amphibian,Cottonwood Creek (Moran Fm.),132661,US,Texas,Asselian,295.5,298.9,-30.65,-2.02,1
amphibian,"Antelope, Jack County (Pueblo Formation)",176496,US,Texas,Asselian,295.5,298.9,-30.28,-2.07,1
amphibian,Domingo Quarry (Abo Formation),176497,US,New Mexico,Wolfcamp,268,296.4,-35.48,1.67,1
amphibian,"Belpre, Washington County",176498,US,Ohio,Sakmarian,290.1,295.5,-15.49,-2.73,1
amphibian,"Shannon, Clay County",176499,US,Texas,Virgilian,268,303.4,-29.87,-1.58,1
amphibian,Manzanita Mountains,176523,US,New Mexico,Gzhelian,298.9,303.7,-35.43,2.05,1
amphibian,"Kounov, Rakovnik District",154179,CZ,,Stephanian B,303.4,304.8,21.74,4.64,5
amphibian,Tabarz,176531,DE,Thuringia,Asselian,295.5,298.9,21.2,6.7,2
amphibian,"Clennen, Saxony",176535,DE,Mittelsachsen,Autunian,295,298.9,22.57,7.46,4
amphibian,"Petersburg, near Halle",176536,DE,Sachsen-Anhalt,Stephanian,298.9,306.95,20.62,6.05,1
amphibian,"Lobejun drill hole, north of Halle",176537,DE,Saxony-Anhalt,Stephanian,295,306.95,21.28,6.98,1
amphibian,"Moosbach, near Manebach Thuringia",176538,DE,,Stephanian,298.9,306.95,20.24,4.96,1
amphibian,Libechov,176539,CZ,Bohemian Region,Stephanian C,301.2,303.4,22.84,5.89,1
amphibian,Sembachtal near Winterstein,176543,DE,Thuringia,Gzhelian,298.9,303.7,20.64,6,4
amphibian,Saone et Laoire (Autun Formation),176771,FR,Burgundy,Autunian,295,298.9,18.16,1.92,1
amphibian,Valley floor of east Camp Quarry,171346,US,New Mexico,Wolfcamp,268,296.4,-34.08,4.53,3
amphibian,Interval 300 of section of the Sangre de Cristo Formation,176968,US,Colorado,Moscovian,307,315.2,-37.49,-1.4,2
amphibian,Mansfield's Mine,176015,US,Pennsylvania,Westphalian D,306.95,311.45,-18.25,-7.93,1
amphibian,"Montceau-les-Mines, Saone et Loire",176090,FR,Bourgogne,Stephanian B,301.2,304.8,17.13,0.02,4
amphibian,Les Telots,80777,FR,Bourgogne,Artinskian,279.3,290.1,18.55,2.72,1
amphibian,Danville Locality (Vertebrates),80714,US,Illinois,Missourian,303.4,305.9,-21.51,-3.52,5
amphibian,Percy Raymond's Bonebed,176408,US,Pennsylvania,Virgilian,298.9,303.4,-14.47,-3.38,1
amphibian,Locality KE (Upper Vale Fm.),85553,US,Texas,Kungurian,272.3,279.3,-29.21,1.88,1
amphibian,Locality KH (Upper Vale Fm.),85555,US,Texas,Kungurian,272.3,279.3,-29.17,1.9,1
amphibian,Locality KH Clay Hill site,177000,US,Texas,Kungurian,272.3,279.3,-29.17,1.9,2
amphibian,Locality KH Chocolate Hill site,177001,US,Texas,Kungurian,272.3,279.3,-29.17,1.9,1
amphibian,Locality KH Diplocaulus Quarry site,177002,US,Texas,Kungurian,272.3,279.3,-29.17,1.9,1
amphibian,Locality KA (Upper Vale Fm.) Main site,85550,US,Texas,Kungurian,272.3,279.3,-29.23,1.84,1
amphibian,Locality KA High Channel site,177005,US,Texas,Kungurian,272.3,279.3,-29.23,1.84,1
amphibian,Locality KB (Upper Vale Fm.),85551,US,Texas,Kungurian,272.3,279.3,-29.23,1.85,1
amphibian,Locality KC (Upper Vale Fm.),85552,US,Texas,Kungurian,272.3,279.3,-29.24,1.84,1
amphibian,Locality FA - Diplocaulus Site,85362,US,Texas,Leonard,268,290.1,-30.21,0,1
amphibian,Locality FA (Choza Fm.) Main site,177006,US,Texas,Leonard,268,290.1,-30.21,0,3
amphibian,Locality KD Quarry site,177014,US,Texas,Kungurian,272.3,279.3,-29.23,1.88,1
amphibian,Locality KD Weathered Boulder site,177015,US,Texas,Kungurian,272.3,279.3,-29.23,1.88,2
amphibian,Locality KJ (Upper Vale Fm.),177017,US,Texas,Kungurian,272.3,279.3,-29.21,1.9,3
amphibian,Locality KM (Lower Choza Fm.) ,177018,US,Texas,Leonard,268,290.1,-30.21,0,1
amphibian,Locality BR (Lower Vale Fm.),177019,US,Texas,Kungurian,272.3,279.3,-29.04,1.64,3
amphibian,"Summerfield limestone, Noble County",177046,US,Ohio,Stephanian,298.9,306.95,-16.44,-4.66,1
amphibian,Elm Grove,177058,US,West Virginia,Virgilian,298.9,303.4,-15.22,-3.49,4
amphibian,"SW/4, NW/4, sec 13, T8N, R2W, Cleveland County",177062,US,Oklahoma,Leonard,268,290.1,-27.98,0.22,1
amphibian,Big Wichita River (Arroyo Fm.),85342,US,Texas,Kungurian,272.3,279.3,-29.01,1.8,1
amphibian,"Greene Formation, Marshall County",177067,US,West Virginia,Sakmarian,290.1,295.5,-14.59,-2.56,1
amphibian,"Silver Hill, Proctor District",177138,US,West Virginia,Wolfcamp,268,296.4,-14.43,-2.16,1
amphibian,"Hannah Pit, Newsham",177139,UK,England,Bashkirian,315.2,323.2,3.06,-6.8,6
amphibian,Konigin-Carola-Schacht,85474,DE,Saxony,Asselian,295.5,298.9,23.06,7.42,1
amphibian,1.5 miles NW of Eskridge,177144,US,Kansas,Sakmarian,290.1,295.5,-25.81,1.84,1
amphibian,Windberg near Niederhaslich,177359,DE,Saxony,Sakmarian,290.1,295.5,23.31,7.72,1
amphibian,"Découverte, Montceau-les-Mines",178269,FR,,Stephanian B,303.4,304.8,16.8,-0.46,2
amphibian,Werschweiler near St. Wendel-Saar,178271,DE,,Asselian,295.5,298.9,19.52,4.79,1
amphibian,"South of State Lake, Westmoreland",178666,US,Kansas,Wolfcamp,268,296.4,-25.52,2.79,1
amphibian,"Seltin Locality, Soap Creek",178669,US,Texas,Artinskian,279.3,290.1,-30.51,-1.03,1
amphibian,"Newdale, Proctor District",178674,US,West Virginia,Wolfcamp,268,296.4,-14.49,-2.17,1
amphibian,"Silver Hill Road, Proctor District",178675,US,West Virginia,Wolfcamp,268,296.4,-14.55,-2.1,1
amphibian,Adams Township,178676,US,Ohio,Wolfcamp,268,296.4,-14.65,-2,1
amphibian,"Owl Run, north of Sistersville",178677,US,West Virginia,Stephanian,298.9,306.95,-16.26,-4.96,1
amphibian,Washington Stone Company quarry,178681,US,Pennsylvania,Wolfcamp,268,296.4,-13.94,-1.84,1
amphibian,Falmouth Locality,81114,US,Illinois,Stephanian,298.9,306.95,-21.61,-3.29,1
amphibian,West Fork of Duck Creek,178682,US,Ohio,Westphalian D,306.95,311.45,-19.4,-8.6,1
amphibian,Jefferson County Route 36 viaduct,178696,US,Ohio,Westphalian D,306.95,311.45,-18.65,-8.24,1
amphibian,Locality P-c-4b,178697,US,Ohio,Westphalian D,306.95,311.45,-19.35,-8.51,1
amphibian,Condit's Jewett bonebed,178698,US,Ohio,Westphalian D,306.95,311.45,-18.82,-8.16,1
amphibian,Niederhausen/Appel,178735,DE,Rhineland-Palatinate,Asselian,295.5,298.9,19.79,5.22,3
amphibian,"Jeckenbach, near Meisenheim",178736,DE,Rhineland-Palatine,Autunian,295,298.9,19.7,5.1,5
